"period_id";"date";"type"
10377;"12_07_2066";"d"
16597;"13_07_2066";"a"
26864;"14_07_2066";"a"
7665;"15_07_2066";"b"
3651;"16_07_2066";"c"
22757;"17_07_2066";"b"
3865;"18_07_2066";"a"
26046;"19_07_2066";"c"
10400;"20_07_2066";"d"
19024;"21_07_2066";"a"
3530;"22_07_2066";"b"
28818;"23_07_2066";"d"
18179;"24_07_2066";"d"
12317;"25_07_2066";"c"
19310;"26_07_2066";"b"
18050;"27_07_2066";"d"
24222;"28_07_2066";"a"
18244;"29_07_2066";"b"
1636;"30_07_2066";"c"
18825;"31_07_2066";"d"
10861;"01_08_2066";"b"
8011;"02_08_2066";"b"
11470;"03_08_2066";"a"
2763;"04_08_2066";"c"
22419;"05_08_2066";"c"
20495;"06_08_2066";"c"
26224;"07_08_2066";"c"
3716;"08_08_2066";"d"
16884;"09_08_2066";"c"
2853;"10_08_2066";"c"
14714;"11_08_2066";"b"
595;"12_08_2066";"b"
22377;"13_08_2066";"a"
13413;"14_08_2066";"b"
13231;"15_08_2066";"b"
5027;"16_08_2066";"d"
5575;"17_08_2066";"c"
3235;"18_08_2066";"d"
3120;"19_08_2066";"a"
891;"20_08_2066";"c"
13365;"21_08_2066";"b"
28103;"22_08_2066";"c"
17284;"23_08_2066";"c"
5770;"24_08_2066";"c"
23420;"25_08_2066";"c"
14230;"26_08_2066";"d"
21009;"27_08_2066";"b"
6611;"28_08_2066";"a"
4412;"29_08_2066";"d"
17328;"30_08_2066";"d"
24833;"31_08_2066";"c"
20065;"01_09_2066";"a"
14366;"02_09_2066";"d"
25648;"03_09_2066";"b"
15157;"04_09_2066";"b"
2500;"05_09_2066";"a"
23214;"06_09_2066";"c"
26520;"07_09_2066";"d"
7899;"08_09_2066";"c"
478;"09_09_2066";"a"
9932;"10_09_2066";"d"
19763;"11_09_2066";"a"
16710;"12_09_2066";"d"
20659;"13_09_2066";"a"
15450;"14_09_2066";"d"
2286;"15_09_2066";"c"
23471;"16_09_2066";"a"
10990;"17_09_2066";"b"
10817;"18_09_2066";"c"
14393;"19_09_2066";"b"
6636;"20_09_2066";"a"
22272;"21_09_2066";"d"
13502;"22_09_2066";"d"
20618;"23_09_2066";"b"
25894;"24_09_2066";"a"
15344;"25_09_2066";"d"
19702;"26_09_2066";"a"
24639;"27_09_2066";"a"
20134;"28_09_2066";"c"
8888;"29_09_2066";"b"
7250;"30_09_2066";"a"
6529;"01_10_2066";"a"
16551;"02_10_2066";"c"
6731;"03_10_2066";"c"
1882;"04_10_2066";"a"
11408;"05_10_2066";"b"
17306;"06_10_2066";"d"
23541;"07_10_2066";"a"
24384;"08_10_2066";"a"
8882;"09_10_2066";"a"
26756;"10_10_2066";"b"
27578;"11_10_2066";"c"
25620;"12_10_2066";"d"
9988;"13_10_2066";"a"
28541;"14_10_2066";"c"
15096;"15_10_2066";"c"
23966;"16_10_2066";"c"
5355;"17_10_2066";"b"
1455;"18_10_2066";"d"
26861;"19_10_2066";"b"
26220;"20_10_2066";"a"
2526;"21_10_2066";"c"
19692;"22_10_2066";"d"
1834;"23_10_2066";"c"
965;"24_10_2066";"c"
9721;"25_10_2066";"d"
456;"26_10_2066";"a"
3450;"27_10_2066";"d"
13894;"28_10_2066";"d"
28554;"29_10_2066";"a"
16476;"30_10_2066";"d"
5938;"31_10_2066";"b"
27605;"01_11_2066";"d"
4245;"02_11_2066";"b"
10783;"03_11_2066";"c"
8201;"04_11_2066";"c"
938;"05_11_2066";"b"
5557;"06_11_2066";"d"
27281;"07_11_2066";"d"
16225;"08_11_2066";"a"
23305;"09_11_2066";"a"
9433;"10_11_2066";"d"
6749;"11_11_2066";"b"
27464;"12_11_2066";"b"
5782;"13_11_2066";"a"
18762;"14_11_2066";"a"
15663;"15_11_2066";"d"
18335;"16_11_2066";"b"
10997;"17_11_2066";"c"
17491;"18_11_2066";"b"
11517;"19_11_2066";"b"
3072;"20_11_2066";"c"
29055;"21_11_2066";"d"
24258;"22_11_2066";"a"
8371;"23_11_2066";"a"
13513;"24_11_2066";"b"
24488;"25_11_2066";"a"
20926;"26_11_2066";"a"
28360;"27_11_2066";"a"
13787;"28_11_2066";"d"
7828;"29_11_2066";"b"
3700;"30_11_2066";"c"
17083;"01_12_2066";"b"
26184;"02_12_2066";"b"
7809;"03_12_2066";"b"
25446;"04_12_2066";"b"
7852;"05_12_2066";"c"
10422;"06_12_2066";"c"
2627;"07_12_2066";"a"
10799;"08_12_2066";"d"
18607;"09_12_2066";"a"
3839;"10_12_2066";"b"
29596;"11_12_2066";"a"
22044;"12_12_2066";"b"
5580;"13_12_2066";"a"
11191;"14_12_2066";"c"
16396;"15_12_2066";"a"
16759;"16_12_2066";"d"
14943;"17_12_2066";"c"
1121;"18_12_2066";"b"
28419;"19_12_2066";"c"
13723;"20_12_2066";"c"
18785;"21_12_2066";"b"
25405;"22_12_2066";"c"
27494;"23_12_2066";"a"
29721;"24_12_2066";"b"
6903;"25_12_2066";"b"
4310;"26_12_2066";"b"
12956;"27_12_2066";"a"
20624;"28_12_2066";"d"
21164;"29_12_2066";"a"
13158;"30_12_2066";"b"
13133;"31_12_2066";"b"
8733;"01_01_2067";"b"
3849;"02_01_2067";"c"
1977;"03_01_2067";"b"
28626;"04_01_2067";"b"
13209;"05_01_2067";"b"
14916;"06_01_2067";"b"
20353;"07_01_2067";"c"
7711;"08_01_2067";"b"
5941;"09_01_2067";"d"
12781;"10_01_2067";"c"
7811;"11_01_2067";"b"
18071;"12_01_2067";"a"
4480;"13_01_2067";"d"
11846;"14_01_2067";"a"
7619;"15_01_2067";"a"
12986;"16_01_2067";"c"
5536;"17_01_2067";"a"
16418;"18_01_2067";"b"
27286;"19_01_2067";"a"
28159;"20_01_2067";"d"
26448;"21_01_2067";"b"
6844;"22_01_2067";"b"
6231;"23_01_2067";"a"
27088;"24_01_2067";"d"
25331;"25_01_2067";"a"
20959;"26_01_2067";"d"
19684;"27_01_2067";"c"
24596;"28_01_2067";"d"
4139;"29_01_2067";"d"
4368;"30_01_2067";"c"
1557;"31_01_2067";"d"
19137;"01_02_2067";"a"
7817;"02_02_2067";"a"
29573;"03_02_2067";"c"
14969;"04_02_2067";"d"
11463;"05_02_2067";"a"
22341;"06_02_2067";"c"
23119;"07_02_2067";"a"
5122;"08_02_2067";"d"
5683;"09_02_2067";"c"
14041;"10_02_2067";"d"
22826;"11_02_2067";"b"
5801;"12_02_2067";"d"
15612;"13_02_2067";"a"
11385;"14_02_2067";"b"
3581;"15_02_2067";"b"
14223;"16_02_2067";"d"
21916;"17_02_2067";"c"
26693;"18_02_2067";"d"
30;"19_02_2067";"d"
20288;"20_02_2067";"b"
399;"21_02_2067";"d"
24338;"22_02_2067";"d"
21520;"23_02_2067";"b"
21039;"24_02_2067";"b"
4531;"25_02_2067";"b"
21891;"26_02_2067";"d"
24606;"27_02_2067";"b"
12710;"28_02_2067";"b"
22956;"01_03_2067";"d"
14952;"02_03_2067";"b"
21214;"03_03_2067";"c"
5877;"04_03_2067";"b"
7108;"05_03_2067";"b"
22805;"06_03_2067";"a"
6841;"07_03_2067";"d"
11469;"08_03_2067";"b"
27665;"09_03_2067";"b"
7398;"10_03_2067";"c"
15178;"11_03_2067";"c"
22226;"12_03_2067";"c"
3212;"13_03_2067";"c"
29006;"14_03_2067";"c"
10006;"15_03_2067";"b"
17325;"16_03_2067";"c"
23847;"17_03_2067";"b"
14839;"18_03_2067";"c"
23260;"19_03_2067";"d"
522;"20_03_2067";"d"
10654;"21_03_2067";"c"
27639;"22_03_2067";"a"
8981;"23_03_2067";"a"
15228;"24_03_2067";"a"
23044;"25_03_2067";"c"
18826;"26_03_2067";"a"
13581;"27_03_2067";"d"
6172;"28_03_2067";"b"
4101;"29_03_2067";"a"
18195;"30_03_2067";"b"
1627;"31_03_2067";"c"
4298;"01_04_2067";"c"
21369;"02_04_2067";"d"
17888;"03_04_2067";"b"
24806;"04_04_2067";"d"
26380;"05_04_2067";"b"
6382;"06_04_2067";"a"
8723;"07_04_2067";"d"
17822;"08_04_2067";"d"
24443;"09_04_2067";"b"
12953;"10_04_2067";"d"
27717;"11_04_2067";"b"
5270;"12_04_2067";"c"
14282;"13_04_2067";"c"
8623;"14_04_2067";"c"
3363;"15_04_2067";"b"
12925;"16_04_2067";"a"
22852;"17_04_2067";"d"
1326;"18_04_2067";"c"
2109;"19_04_2067";"a"
19610;"20_04_2067";"d"
9442;"21_04_2067";"a"
28465;"22_04_2067";"d"
9461;"23_04_2067";"c"
7203;"24_04_2067";"a"
26150;"25_04_2067";"d"
12312;"26_04_2067";"c"
824;"27_04_2067";"d"
17076;"28_04_2067";"a"
11150;"29_04_2067";"d"
14731;"30_04_2067";"d"
23280;"01_05_2067";"d"
11734;"02_05_2067";"d"
5955;"03_05_2067";"d"
2246;"04_05_2067";"d"
16523;"05_05_2067";"b"
13415;"06_05_2067";"c"
29878;"07_05_2067";"c"
4041;"08_05_2067";"a"
9010;"09_05_2067";"b"
19822;"10_05_2067";"b"
24981;"11_05_2067";"d"
12156;"12_05_2067";"c"
17785;"13_05_2067";"b"
12243;"14_05_2067";"a"
4805;"15_05_2067";"b"
5063;"16_05_2067";"a"
1212;"17_05_2067";"a"
17625;"18_05_2067";"d"
6937;"19_05_2067";"b"
17492;"20_05_2067";"d"
24550;"21_05_2067";"a"
4461;"22_05_2067";"a"
316;"23_05_2067";"b"
23878;"24_05_2067";"b"
24057;"25_05_2067";"b"
24332;"26_05_2067";"d"
12241;"27_05_2067";"a"
27418;"28_05_2067";"b"
13827;"29_05_2067";"d"
414;"30_05_2067";"a"
11948;"31_05_2067";"a"
9624;"01_06_2067";"b"
21246;"02_06_2067";"c"
26116;"03_06_2067";"a"
27245;"04_06_2067";"c"
26709;"05_06_2067";"a"
17055;"06_06_2067";"a"
9397;"07_06_2067";"b"
20301;"08_06_2067";"b"
22268;"09_06_2067";"c"
5501;"10_06_2067";"c"
2499;"11_06_2067";"a"
12824;"12_06_2067";"c"
18039;"13_06_2067";"c"
12251;"14_06_2067";"a"
12145;"15_06_2067";"c"
1159;"16_06_2067";"d"
25522;"17_06_2067";"b"
29259;"18_06_2067";"a"
15751;"19_06_2067";"b"
21360;"20_06_2067";"a"
4561;"21_06_2067";"d"
16246;"22_06_2067";"d"
16123;"23_06_2067";"d"
6531;"24_06_2067";"a"
24230;"25_06_2067";"c"
12921;"26_06_2067";"c"
22199;"27_06_2067";"d"
14937;"28_06_2067";"d"
5707;"29_06_2067";"a"
13217;"30_06_2067";"b"
21651;"01_07_2067";"d"
3057;"02_07_2067";"d"
6918;"03_07_2067";"a"
16868;"04_07_2067";"a"
10533;"05_07_2067";"b"
26885;"06_07_2067";"d"
1062;"07_07_2067";"b"
12482;"08_07_2067";"b"
22927;"09_07_2067";"a"
26294;"10_07_2067";"b"
479;"11_07_2067";"c"
12120;"12_07_2067";"d"
29322;"13_07_2067";"a"
29711;"14_07_2067";"c"
13659;"15_07_2067";"d"
384;"16_07_2067";"c"
11875;"17_07_2067";"b"
23633;"18_07_2067";"d"
15413;"19_07_2067";"c"
3707;"20_07_2067";"c"
26600;"21_07_2067";"d"
22588;"22_07_2067";"a"
22000;"23_07_2067";"a"
250;"24_07_2067";"c"
23825;"25_07_2067";"d"
25260;"26_07_2067";"d"
2655;"27_07_2067";"d"
18649;"28_07_2067";"b"
7749;"29_07_2067";"d"
8464;"30_07_2067";"c"
15621;"31_07_2067";"c"
27823;"01_08_2067";"a"
25627;"02_08_2067";"b"
10397;"03_08_2067";"a"
14071;"04_08_2067";"c"
4914;"05_08_2067";"b"
20749;"06_08_2067";"c"
26512;"07_08_2067";"c"
21704;"08_08_2067";"a"
19611;"09_08_2067";"c"
19402;"10_08_2067";"c"
21620;"11_08_2067";"b"
4323;"12_08_2067";"c"
28703;"13_08_2067";"d"
11269;"14_08_2067";"b"
4657;"15_08_2067";"b"
25515;"16_08_2067";"c"
1143;"17_08_2067";"a"
2585;"18_08_2067";"a"
21472;"19_08_2067";"a"
11641;"20_08_2067";"b"
28469;"21_08_2067";"a"
24934;"22_08_2067";"b"
8056;"23_08_2067";"d"
5043;"24_08_2067";"c"
22421;"25_08_2067";"d"
6403;"26_08_2067";"a"
7273;"27_08_2067";"a"
19802;"28_08_2067";"b"
11253;"29_08_2067";"c"
11556;"30_08_2067";"d"
19622;"31_08_2067";"c"
5174;"01_09_2067";"b"
19864;"02_09_2067";"b"
23990;"03_09_2067";"d"
9956;"04_09_2067";"b"
11425;"05_09_2067";"b"
27744;"06_09_2067";"a"
349;"07_09_2067";"a"
9319;"08_09_2067";"b"
10878;"09_09_2067";"c"
6055;"10_09_2067";"a"
26514;"11_09_2067";"c"
9632;"12_09_2067";"a"
2271;"13_09_2067";"c"
7409;"14_09_2067";"c"
29581;"15_09_2067";"b"
25375;"16_09_2067";"d"
14688;"17_09_2067";"c"
8959;"18_09_2067";"b"
14539;"19_09_2067";"a"
18685;"20_09_2067";"a"
3714;"21_09_2067";"b"
13924;"22_09_2067";"b"
27996;"23_09_2067";"c"
5919;"24_09_2067";"b"
6129;"25_09_2067";"b"
3036;"26_09_2067";"d"
10100;"27_09_2067";"a"
312;"28_09_2067";"b"
15495;"29_09_2067";"d"
19378;"30_09_2067";"b"
28772;"01_10_2067";"a"
6069;"02_10_2067";"a"
18915;"03_10_2067";"d"
17215;"04_10_2067";"c"
26983;"05_10_2067";"c"
18513;"06_10_2067";"a"
25532;"07_10_2067";"a"
10631;"08_10_2067";"a"
10838;"09_10_2067";"d"
16226;"10_10_2067";"d"
18006;"11_10_2067";"c"
7213;"12_10_2067";"b"
21796;"13_10_2067";"a"
21265;"14_10_2067";"c"
5457;"15_10_2067";"b"
4690;"16_10_2067";"c"
1842;"17_10_2067";"b"
21109;"18_10_2067";"d"
29907;"19_10_2067";"a"
7595;"20_10_2067";"b"
4077;"21_10_2067";"d"
5729;"22_10_2067";"b"
21167;"23_10_2067";"a"
5670;"24_10_2067";"c"
10143;"25_10_2067";"b"
23128;"26_10_2067";"d"
23511;"27_10_2067";"a"
20652;"28_10_2067";"b"
5988;"29_10_2067";"d"
14730;"30_10_2067";"b"
29053;"31_10_2067";"a"
547;"01_11_2067";"a"
19514;"02_11_2067";"a"
1894;"03_11_2067";"a"
10913;"04_11_2067";"d"
524;"05_11_2067";"d"
20895;"06_11_2067";"c"
27239;"07_11_2067";"a"
26337;"08_11_2067";"b"
14040;"09_11_2067";"c"
9341;"10_11_2067";"b"
29810;"11_11_2067";"c"
21486;"12_11_2067";"d"
12395;"13_11_2067";"b"
24140;"14_11_2067";"a"
13020;"15_11_2067";"a"
8533;"16_11_2067";"c"
1295;"17_11_2067";"b"
2831;"18_11_2067";"d"
4081;"19_11_2067";"b"
18754;"20_11_2067";"b"
942;"21_11_2067";"c"
11868;"22_11_2067";"b"
27921;"23_11_2067";"d"
26106;"24_11_2067";"b"
23089;"25_11_2067";"c"
10553;"26_11_2067";"c"
11944;"27_11_2067";"d"
29433;"28_11_2067";"a"
18777;"29_11_2067";"c"
12775;"30_11_2067";"a"
20961;"01_12_2067";"c"
10217;"02_12_2067";"c"
1846;"03_12_2067";"d"
5990;"04_12_2067";"a"
10145;"05_12_2067";"b"
11792;"06_12_2067";"d"
20078;"07_12_2067";"b"
6248;"08_12_2067";"c"
23959;"09_12_2067";"b"
17132;"10_12_2067";"d"
23923;"11_12_2067";"c"
5425;"12_12_2067";"d"
5056;"13_12_2067";"a"
3578;"14_12_2067";"a"
3024;"15_12_2067";"a"
5565;"16_12_2067";"d"
1076;"17_12_2067";"d"
22740;"18_12_2067";"c"
15781;"19_12_2067";"b"
9481;"20_12_2067";"d"
7770;"21_12_2067";"c"
6133;"22_12_2067";"d"
11650;"23_12_2067";"c"
663;"24_12_2067";"d"
10431;"25_12_2067";"d"
6089;"26_12_2067";"b"
27396;"27_12_2067";"a"
28321;"28_12_2067";"c"
28367;"29_12_2067";"c"
27364;"30_12_2067";"d"
20175;"31_12_2067";"b"
17238;"01_01_2068";"b"
8633;"02_01_2068";"d"
29611;"03_01_2068";"c"
23695;"04_01_2068";"a"
2153;"05_01_2068";"a"
13345;"06_01_2068";"c"
25537;"07_01_2068";"c"
8170;"08_01_2068";"c"
22080;"09_01_2068";"b"
10601;"10_01_2068";"d"
12460;"11_01_2068";"d"
24311;"12_01_2068";"a"
20718;"13_01_2068";"b"
10781;"14_01_2068";"c"
3762;"15_01_2068";"c"
20070;"16_01_2068";"a"
18237;"17_01_2068";"a"
27326;"18_01_2068";"a"
29491;"19_01_2068";"a"
27811;"20_01_2068";"c"
17629;"21_01_2068";"c"
3835;"22_01_2068";"b"
2034;"23_01_2068";"d"
25521;"24_01_2068";"c"
10047;"25_01_2068";"d"
23237;"26_01_2068";"a"
8960;"27_01_2068";"b"
5456;"28_01_2068";"c"
13807;"29_01_2068";"c"
13644;"30_01_2068";"b"
26368;"31_01_2068";"d"
28311;"01_02_2068";"a"
5828;"02_02_2068";"b"
26527;"03_02_2068";"c"
1614;"04_02_2068";"b"
3652;"05_02_2068";"b"
92;"06_02_2068";"c"
23345;"07_02_2068";"d"
23229;"08_02_2068";"d"
28244;"09_02_2068";"d"
16837;"10_02_2068";"d"
27487;"11_02_2068";"d"
5128;"12_02_2068";"a"
27250;"13_02_2068";"a"
2943;"14_02_2068";"d"
10985;"15_02_2068";"d"
23158;"16_02_2068";"a"
3546;"17_02_2068";"b"
1628;"18_02_2068";"a"
14948;"19_02_2068";"d"
24896;"20_02_2068";"d"
13371;"21_02_2068";"d"
21003;"22_02_2068";"b"
18323;"23_02_2068";"a"
11591;"24_02_2068";"b"
3239;"25_02_2068";"b"
3856;"26_02_2068";"a"
29980;"27_02_2068";"c"
25353;"28_02_2068";"c"
27291;"29_02_2068";"d"
6440;"01_03_2068";"b"
10927;"02_03_2068";"a"
488;"03_03_2068";"a"
24697;"04_03_2068";"c"
18350;"05_03_2068";"b"
5048;"06_03_2068";"b"
18778;"07_03_2068";"a"
9759;"08_03_2068";"d"
2324;"09_03_2068";"c"
6319;"10_03_2068";"b"
5444;"11_03_2068";"c"
11918;"12_03_2068";"a"
144;"13_03_2068";"b"
11295;"14_03_2068";"c"
25523;"15_03_2068";"c"
8944;"16_03_2068";"c"
7147;"17_03_2068";"d"
29798;"18_03_2068";"b"
29302;"19_03_2068";"b"
29121;"20_03_2068";"c"
1944;"21_03_2068";"d"
140;"22_03_2068";"c"
249;"23_03_2068";"c"
4197;"24_03_2068";"a"
6989;"25_03_2068";"a"
3900;"26_03_2068";"b"
18278;"27_03_2068";"d"
9369;"28_03_2068";"b"
28387;"29_03_2068";"a"
23319;"30_03_2068";"a"
4167;"31_03_2068";"b"
9640;"01_04_2068";"c"
17398;"02_04_2068";"b"
14258;"03_04_2068";"b"
16991;"04_04_2068";"a"
10130;"05_04_2068";"d"
16583;"06_04_2068";"d"
13436;"07_04_2068";"a"
23659;"08_04_2068";"d"
4894;"09_04_2068";"c"
25992;"10_04_2068";"a"
22126;"11_04_2068";"b"
14653;"12_04_2068";"b"
26225;"13_04_2068";"d"
5622;"14_04_2068";"a"
24565;"15_04_2068";"d"
8221;"16_04_2068";"b"
9365;"17_04_2068";"d"
14627;"18_04_2068";"d"
19907;"19_04_2068";"b"
20574;"20_04_2068";"b"
15434;"21_04_2068";"a"
1766;"22_04_2068";"d"
5001;"23_04_2068";"a"
866;"24_04_2068";"c"
17460;"25_04_2068";"b"
24246;"26_04_2068";"a"
25887;"27_04_2068";"d"
12587;"28_04_2068";"c"
5911;"29_04_2068";"b"
25293;"30_04_2068";"d"
8134;"01_05_2068";"c"
12331;"02_05_2068";"c"
14365;"03_05_2068";"b"
11827;"04_05_2068";"a"
15064;"05_05_2068";"a"
12610;"06_05_2068";"a"
21459;"07_05_2068";"d"
26985;"08_05_2068";"c"
25750;"09_05_2068";"c"
22765;"10_05_2068";"d"
26377;"11_05_2068";"b"
10137;"12_05_2068";"d"
3723;"13_05_2068";"b"
4989;"14_05_2068";"d"
11173;"15_05_2068";"a"
7895;"16_05_2068";"d"
6158;"17_05_2068";"b"
15786;"18_05_2068";"b"
10444;"19_05_2068";"a"
24572;"20_05_2068";"d"
10209;"21_05_2068";"c"
179;"22_05_2068";"b"
29091;"23_05_2068";"d"
21994;"24_05_2068";"d"
28524;"25_05_2068";"c"
22382;"26_05_2068";"a"
20690;"27_05_2068";"c"
20863;"28_05_2068";"d"
6060;"29_05_2068";"b"
28689;"30_05_2068";"b"
25685;"31_05_2068";"b"
18432;"01_06_2068";"b"
7660;"02_06_2068";"b"
20593;"03_06_2068";"a"
28688;"04_06_2068";"b"
7195;"05_06_2068";"d"
26704;"06_06_2068";"a"
27991;"07_06_2068";"d"
20674;"08_06_2068";"b"
28821;"09_06_2068";"d"
5136;"10_06_2068";"b"
2540;"11_06_2068";"b"
23003;"12_06_2068";"a"
18409;"13_06_2068";"c"
3876;"14_06_2068";"a"
23662;"15_06_2068";"a"
356;"16_06_2068";"d"
1234;"17_06_2068";"a"
19098;"18_06_2068";"d"
4346;"19_06_2068";"b"
19069;"20_06_2068";"b"
23339;"21_06_2068";"c"
10775;"22_06_2068";"d"
16217;"23_06_2068";"d"
13764;"24_06_2068";"d"
2330;"25_06_2068";"a"
5724;"26_06_2068";"c"
11535;"27_06_2068";"a"
2163;"28_06_2068";"c"
11437;"29_06_2068";"a"
15480;"30_06_2068";"c"
17687;"01_07_2068";"a"
18391;"02_07_2068";"a"
20587;"03_07_2068";"d"
1764;"04_07_2068";"c"
5560;"05_07_2068";"a"
6425;"06_07_2068";"c"
4778;"07_07_2068";"b"
11810;"08_07_2068";"c"
27634;"09_07_2068";"c"
8532;"10_07_2068";"c"
7455;"11_07_2068";"b"
4867;"12_07_2068";"d"
1822;"13_07_2068";"c"
26811;"14_07_2068";"b"
19778;"15_07_2068";"c"
14577;"16_07_2068";"a"
3841;"17_07_2068";"d"
14201;"18_07_2068";"a"
23440;"19_07_2068";"c"
10734;"20_07_2068";"d"
16266;"21_07_2068";"c"
10898;"22_07_2068";"d"
8012;"23_07_2068";"d"
27200;"24_07_2068";"a"
16950;"25_07_2068";"d"
9514;"26_07_2068";"b"
8219;"27_07_2068";"d"
26681;"28_07_2068";"c"
4811;"29_07_2068";"a"
18976;"30_07_2068";"d"
4669;"31_07_2068";"a"
18874;"01_08_2068";"d"
11261;"02_08_2068";"a"
27323;"03_08_2068";"c"
1424;"04_08_2068";"a"
23791;"05_08_2068";"c"
29538;"06_08_2068";"b"
7547;"07_08_2068";"c"
3649;"08_08_2068";"d"
26064;"09_08_2068";"a"
25771;"10_08_2068";"a"
10353;"11_08_2068";"a"
25365;"12_08_2068";"d"
11369;"13_08_2068";"b"
23753;"14_08_2068";"b"
18297;"15_08_2068";"b"
29319;"16_08_2068";"c"
14822;"17_08_2068";"c"
19205;"18_08_2068";"b"
15941;"19_08_2068";"c"
3669;"20_08_2068";"a"
27587;"21_08_2068";"b"
21776;"22_08_2068";"c"
10915;"23_08_2068";"c"
118;"24_08_2068";"b"
6767;"25_08_2068";"b"
24628;"26_08_2068";"b"
7974;"27_08_2068";"c"
24414;"28_08_2068";"c"
9524;"29_08_2068";"a"
8421;"30_08_2068";"b"
1304;"31_08_2068";"c"
24215;"01_09_2068";"d"
26538;"02_09_2068";"a"
27625;"03_09_2068";"a"
973;"04_09_2068";"c"
6687;"05_09_2068";"a"
12306;"06_09_2068";"c"
3263;"07_09_2068";"d"
11143;"08_09_2068";"b"
23708;"09_09_2068";"d"
1643;"10_09_2068";"b"
14441;"11_09_2068";"c"
10969;"12_09_2068";"c"
17438;"13_09_2068";"a"
8590;"14_09_2068";"a"
3327;"15_09_2068";"a"
1110;"16_09_2068";"d"
2052;"17_09_2068";"d"
4892;"18_09_2068";"a"
3691;"19_09_2068";"d"
5440;"20_09_2068";"a"
19055;"21_09_2068";"c"
18625;"22_09_2068";"c"
29046;"23_09_2068";"a"
10434;"24_09_2068";"d"
256;"25_09_2068";"d"
6906;"26_09_2068";"c"
23905;"27_09_2068";"a"
7845;"28_09_2068";"c"
19960;"29_09_2068";"a"
19178;"30_09_2068";"a"
29222;"01_10_2068";"c"
17583;"02_10_2068";"d"
21293;"03_10_2068";"a"
19016;"04_10_2068";"b"
6738;"05_10_2068";"a"
21622;"06_10_2068";"c"
3138;"07_10_2068";"b"
11003;"08_10_2068";"c"
21161;"09_10_2068";"d"
17917;"10_10_2068";"a"
29194;"11_10_2068";"a"
8418;"12_10_2068";"d"
2098;"13_10_2068";"b"
12715;"14_10_2068";"d"
15368;"15_10_2068";"b"
24153;"16_10_2068";"d"
17449;"17_10_2068";"c"
14742;"18_10_2068";"c"
10558;"19_10_2068";"c"
16847;"20_10_2068";"d"
23609;"21_10_2068";"a"
28230;"22_10_2068";"a"
10252;"23_10_2068";"b"
6511;"24_10_2068";"a"
26980;"25_10_2068";"a"
2404;"26_10_2068";"d"
7549;"27_10_2068";"b"
28019;"28_10_2068";"b"
19882;"29_10_2068";"d"
20213;"30_10_2068";"d"
15297;"31_10_2068";"a"
21483;"01_11_2068";"a"
17271;"02_11_2068";"b"
20798;"03_11_2068";"d"
67;"04_11_2068";"a"
9878;"05_11_2068";"b"
3801;"06_11_2068";"d"
8116;"07_11_2068";"b"
28939;"08_11_2068";"c"
1893;"09_11_2068";"a"
27417;"10_11_2068";"b"
6566;"11_11_2068";"b"
4653;"12_11_2068";"d"
22716;"13_11_2068";"c"
18422;"14_11_2068";"d"
7803;"15_11_2068";"b"
22198;"16_11_2068";"d"
7196;"17_11_2068";"c"
17005;"18_11_2068";"d"
25513;"19_11_2068";"b"
7510;"20_11_2068";"b"
12450;"21_11_2068";"a"
17855;"22_11_2068";"d"
11992;"23_11_2068";"b"
11895;"24_11_2068";"b"
6138;"25_11_2068";"b"
25760;"26_11_2068";"d"
6344;"27_11_2068";"a"
13662;"28_11_2068";"d"
28183;"29_11_2068";"b"
9893;"30_11_2068";"d"
23807;"01_12_2068";"c"
26238;"02_12_2068";"c"
22276;"03_12_2068";"d"
9471;"04_12_2068";"d"
12579;"05_12_2068";"c"
6420;"06_12_2068";"c"
2681;"07_12_2068";"c"
16295;"08_12_2068";"c"
18435;"09_12_2068";"b"
25928;"10_12_2068";"b"
10118;"11_12_2068";"a"
51;"12_12_2068";"c"
12558;"13_12_2068";"a"
2468;"14_12_2068";"c"
29427;"15_12_2068";"d"
18694;"16_12_2068";"c"
2990;"17_12_2068";"a"
10834;"18_12_2068";"d"
16877;"19_12_2068";"c"
9903;"20_12_2068";"d"
15790;"21_12_2068";"c"
22051;"22_12_2068";"c"
5899;"23_12_2068";"b"
8145;"24_12_2068";"a"
26471;"25_12_2068";"d"
10379;"26_12_2068";"d"
17177;"27_12_2068";"b"
9094;"28_12_2068";"a"
28619;"29_12_2068";"c"
21964;"30_12_2068";"d"
29678;"31_12_2068";"b"
29007;"01_01_2069";"c"
21184;"02_01_2069";"d"
4721;"03_01_2069";"b"
6676;"04_01_2069";"a"
25069;"05_01_2069";"c"
6708;"06_01_2069";"c"
20836;"07_01_2069";"d"
11725;"08_01_2069";"b"
10763;"09_01_2069";"b"
21607;"10_01_2069";"d"
29806;"11_01_2069";"b"
16996;"12_01_2069";"d"
21742;"13_01_2069";"c"
19431;"14_01_2069";"b"
11989;"15_01_2069";"b"
24130;"16_01_2069";"c"
18395;"17_01_2069";"a"
5249;"18_01_2069";"c"
736;"19_01_2069";"d"
27371;"20_01_2069";"b"
14828;"21_01_2069";"c"
13;"22_01_2069";"c"
18867;"23_01_2069";"c"
11272;"24_01_2069";"b"
17748;"25_01_2069";"a"
29531;"26_01_2069";"b"
2484;"27_01_2069";"b"
26080;"28_01_2069";"c"
21388;"29_01_2069";"b"
19258;"30_01_2069";"a"
